mod,type,dupes,itemId,threadIndex
50% increased Rarity of Items found,explicit,1,0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,3254599
9% increased Area of Effect,explicit,1,0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,3254599
10% increased Mana Reservation Efficiency of Skills,explicit,1,0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,3254599
+73 to maximum Mana,fractured,1,0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,3254599
20% increased Quantity of Items found,fractured,1,0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,3254599
10% increased Mana Reservation Efficiency of Skills,fractured,1,0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,3254599
Trigger Commandment of Light when you take a Critical Strike,enchant,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
"Inflict Cold Exposure on Hit, applying -16% to Cold Resistance",implicit,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
Gain 1 Rage on Hit with Attacks,implicit,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
Has 1 Abyssal Socket,explicit,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
+89 to maximum Life,explicit,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
35% of Physical Damage Converted to Cold Damage,explicit,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
+22% chance to Suppress Spell Damage,fractured,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
20% increased Quantity of Items found,fractured,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
28% increased Damage during any Flask Effect,crafted,1,d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,3254599
35% of Physical Damage Converted to Cold Damage,implicit,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
Gain 1 Rage on Hit with Attacks,implicit,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
Has 1 Abyssal Socket,explicit,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
+89 to maximum Life,explicit,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
+22% chance to Suppress Spell Damage,fractured,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
20% increased Quantity of Items found,fractured,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
60% increased Damage while Leeching,fractured,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
25% of Physical Damage Converted to Cold Damage,crafted,1,e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,3254599
Trigger Commandment of Light when you take a Critical Strike,enchant,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
"Inflict Fire Exposure on Hit, applying -16% to Fire Resistance",implicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
25% chance to Unnerve Enemies for 4 seconds on Hit,implicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
+19% chance to Suppress Spell Damage,explicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
+89 to maximum Life,explicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
20% increased Quantity of Items found,explicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
18% increased Rarity of Items found,explicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
50% increased Attack and Cast Speed while Focused,explicit,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
43% increased Damage while Leeching,crafted,1,638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,3254599
Item sells for much more to vendors,implicit,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
35% of Physical Damage Converted to Cold Damage,implicit,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
30% chance to Unnerve Enemies for 4 seconds on Hit,implicit,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
Has 1 Abyssal Socket,explicit,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
32% increased Rarity of Items found,explicit,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
35% of Physical Damage Converted to Cold Damage,explicit,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
20% increased Quantity of Items found,fractured,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
30% increased Rarity of Items found during any Flask Effect,fractured,1,8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,3254599
+8% chance to Suppress Spell Damage,implicit,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
Minions deal 29% increased Damage,implicit,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
+55 to Intelligence,explicit,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
+49 to maximum Energy Shield,explicit,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
100% increased Energy Shield,explicit,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
Minions deal 30% increased Damage,explicit,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
+22% chance to Suppress Spell Damage,fractured,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
20% increased Quantity of Items found,fractured,1,3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,3254599
Trigger Commandment of Spite when Hit,enchant,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
25% of Physical Damage Converted to Cold Damage,implicit,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
Gain 1 Rage on Hit with Attacks,implicit,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
Has 1 Abyssal Socket,explicit,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
+14% chance to Suppress Spell Damage,explicit,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
+89 to maximum Life,explicit,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
35% of Physical Damage Converted to Cold Damage,explicit,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
Socketed Gems are Supported by Level 4 Enhance,fractured,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
20% increased Quantity of Items found,fractured,1,13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,3254599
15% increased Explicit Life Modifier magnitudes,enchant,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
200% increased Attribute Requirements,enchant,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
+25% to all Elemental Resistances,implicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
Item sells for much more to vendors,implicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
+1 to Level of Socketed Support Gems,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
+10% to Quality of Socketed Support Gems,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
+136 to maximum Life,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
11% increased maximum Life,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
10% increased Mana Reservation Efficiency of Skills,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
Attacks have +1.99% to Critical Strike Chance,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,3254599
+25% to all Elemental Resistances,implicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
Item sells for much more to vendors,implicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
+1 to Level of Socketed Support Gems,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
+10% to Quality of Socketed Support Gems,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
+34% chance to Suppress Spell Damage,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
35% chance to Avoid Elemental Ailments,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
35% chance to Avoid being Stunned,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
Attacks have +2% to Critical Strike Chance,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,3254599
Quality does not increase Defences,enchant,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
Grants +1 to Maximum Life per 2% Quality,enchant,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
+25% to all Elemental Resistances,implicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
Item sells for much more to vendors,implicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
+1 to Level of Socketed Support Gems,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
+10% to Quality of Socketed Support Gems,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
35% chance to Avoid Elemental Ailments,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
35% chance to Avoid being Stunned,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
25% increased effect of Non-Curse Auras from your Skills,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
Attacks have +1.99% to Critical Strike Chance,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,3254599
Quality does not increase Defences,enchant,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
Grants +1 to Intelligence per 2% Quality,enchant,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
+25% to all Elemental Resistances,implicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
35% chance to Avoid Elemental Ailments,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
35% chance to Avoid being Stunned,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
You can apply an additional Curse,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
25% increased effect of Non-Curse Auras from your Skills,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
Attacks have +1.97% to Critical Strike Chance,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,3254599
Quality does not increase Defences,enchant,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
Grants +1 to Strength per 2% Quality,enchant,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
+25% to all Elemental Resistances,implicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
+129 to maximum Life,explicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
+35% to Chaos Resistance,explicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
You can apply an additional Curse,explicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
Attacks have +2% to Critical Strike Chance,explicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
35% chance to Avoid Elemental Ailments,crafted,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
35% chance to Avoid being Stunned,crafted,1,df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,3254599
Quality does not increase Defences,enchant,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
Grants +1 to Intelligence per 2% Quality,enchant,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
+25% to all Elemental Resistances,implicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
+129 to maximum Life,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
10% increased maximum Life,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
10% increased maximum Mana,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
+48% to Cold Resistance,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
You can apply an additional Curse,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
Attacks have +2% to Critical Strike Chance,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,3254599
Quality does not increase Defences,enchant,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
Grants +1 to Maximum Life per 2% Quality,enchant,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
+25% to all Elemental Resistances,implicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
+1 to Level of Socketed Support Gems,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
+10% to Quality of Socketed Support Gems,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
+129 to maximum Life,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
+48% to Cold Resistance,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
Attacks have +2% to Critical Strike Chance,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
35% chance to Avoid Elemental Ailments,crafted,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
35% chance to Avoid being Stunned,crafted,1,a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,3254599
Quality does not increase Defences,enchant,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
Grants +1 to Intelligence per 2% Quality,enchant,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
+25% to all Elemental Resistances,implicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
+129 to maximum Life,explicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
+48% to Cold Resistance,explicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
You can apply an additional Curse,explicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
Attacks have +2% to Critical Strike Chance,explicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
35% chance to Avoid Elemental Ailments,crafted,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
35% chance to Avoid being Stunned,crafted,1,8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,3254599
8% increased Explicit Defence Modifier magnitudes,enchant,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
Item sells for much more to vendors,implicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
+1 to Level of Socketed Support Gems,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
+10% to Quality of Socketed Support Gems,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
Socketed Gems are Supported by Level 20 Item Rarity,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
+99 to maximum Energy Shield,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
118% increased Energy Shield,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
30% increased effect of Non-Curse Auras from your Skills,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
+2% to Spell Critical Strike Chance,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
25% increased Rarity of Items found from Slain Unique Enemies,explicit,1,1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,3254599
